"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,Philippines,Armenia,Asylum-seekers,
2014,Philippines,Bangladesh,Asylum-seekers,*
2014,Philippines,China,Asylum-seekers,*
2014,Philippines,"Côte d'Ivoire",Asylum-seekers,*
2014,Philippines,"Dem. Rep. of the Congo",Asylum-seekers,
2014,Philippines,Congo,Asylum-seekers,
2014,Philippines,Egypt,Asylum-seekers,*
2014,Philippines,Eritrea,Asylum-seekers,*
2014,Philippines,Ethiopia,Asylum-seekers,*
2014,Philippines,Ghana,Asylum-seekers,*
2014,Philippines,"Iran (Islamic Rep. of)",Asylum-seekers,8
2014,Philippines,Iraq,Asylum-seekers,16
2014,Philippines,Jordan,Asylum-seekers,*
2014,Philippines,Lebanon,Asylum-seekers,*
2014,Philippines,Liberia,Asylum-seekers,*
2014,Philippines,"Sri Lanka",Asylum-seekers,
2014,Philippines,Myanmar,Asylum-seekers,
2014,Philippines,Malaysia,Asylum-seekers,*
2014,Philippines,Nigeria,Asylum-seekers,*
2014,Philippines,Oman,Asylum-seekers,*
2014,Philippines,Pakistan,Asylum-seekers,7
2014,Philippines,Philippines,Asylum-seekers,
2014,Philippines,Palestinian,Asylum-seekers,6
2014,Philippines,"Russian Federation",Asylum-seekers,*
2014,Philippines,Rwanda,Asylum-seekers,*
2014,Philippines,"Saudi Arabia",Asylum-seekers,*
2014,Philippines,Sudan,Asylum-seekers,*
2014,Philippines,Somalia,Asylum-seekers,9
2014,Philippines,"Syrian Arab Rep.",Asylum-seekers,35
2014,Philippines,Thailand,Asylum-seekers,*
2014,Philippines,Turkey,Asylum-seekers,*
2014,Philippines,"United Rep. of Tanzania",Asylum-seekers,*
2014,Philippines,Uganda,Asylum-seekers,
2014,Philippines,"United States of America",Asylum-seekers,*
2014,Philippines,"Viet Nam",Asylum-seekers,
2014,Philippines,"Viet Nam",Asylum-seekers,
2014,Philippines,Stateless,Asylum-seekers,*
2014,Palau,Ghana,Asylum-seekers,*
2014,"Papua New Guinea",Afghanistan,Asylum-seekers,69
2014,"Papua New Guinea",Albania,Asylum-seekers,*
2014,"Papua New Guinea",Bangladesh,Asylum-seekers,55
2014,"Papua New Guinea",Algeria,Asylum-seekers,*
2014,"Papua New Guinea",Ecuador,Asylum-seekers,
2014,"Papua New Guinea",Egypt,Asylum-seekers,*
2014,"Papua New Guinea",Ethiopia,Asylum-seekers,
2014,"Papua New Guinea",Indonesia,Asylum-seekers,
2014,"Papua New Guinea",India,Asylum-seekers,6
2014,"Papua New Guinea","Iran (Islamic Rep. of)",Asylum-seekers,6
2014,"Papua New Guinea",Iraq,Asylum-seekers,*
2014,"Papua New Guinea",Kuwait,Asylum-seekers,*
2014,"Papua New Guinea",Lebanon,Asylum-seekers,*
2014,"Papua New Guinea","Sri Lanka",Asylum-seekers,24
2014,"Papua New Guinea",Morocco,Asylum-seekers,
2014,"Papua New Guinea",Myanmar,Asylum-seekers,49
2014,"Papua New Guinea",Nepal,Asylum-seekers,10
2014,"Papua New Guinea",Pakistan,Asylum-seekers,33
2014,"Papua New Guinea",Palestinian,Asylum-seekers,*
2014,"Papua New Guinea",Sudan,Asylum-seekers,68
2014,"Papua New Guinea",Somalia,Asylum-seekers,44
2014,"Papua New Guinea","Syrian Arab Rep.",Asylum-seekers,*
2014,"Papua New Guinea",Uganda,Asylum-seekers,
2014,"Papua New Guinea","Viet Nam",Asylum-seekers,*
2014,"Papua New Guinea",Stateless,Asylum-seekers,29
2014,Poland,Afghanistan,Asylum-seekers,*
2014,Poland,Albania,Asylum-seekers,*
2014,Poland,Armenia,Asylum-seekers,44
2014,Poland,Azerbaijan,Asylum-seekers,
2014,Poland,Bangladesh,Asylum-seekers,8
2014,Poland,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Poland,Belarus,Asylum-seekers,19
2014,Poland,Bhutan,Asylum-seekers,
2014,Poland,"Central African Rep.",Asylum-seekers,*
2014,Poland,Canada,Asylum-seekers,*
2014,Poland,China,Asylum-seekers,*
2014,Poland,"Côte d'Ivoire",Asylum-seekers,*
2014,Poland,Cameroon,Asylum-seekers,*
2014,Poland,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Poland,Congo,Asylum-seekers,*
2014,Poland,Cuba,Asylum-seekers,5
2014,Poland,Germany,Asylum-seekers,*
2014,Poland,Djibouti,Asylum-seekers,*
2014,Poland,Algeria,Asylum-seekers,*
2014,Poland,Egypt,Asylum-seekers,7
2014,Poland,Eritrea,Asylum-seekers,*
2014,Poland,Ethiopia,Asylum-seekers,*
2014,Poland,Georgia,Asylum-seekers,230
2014,Poland,Ghana,Asylum-seekers,*
2014,Poland,Guinea,Asylum-seekers,*
2014,Poland,Gambia,Asylum-seekers,*
2014,Poland,Guinea-Bissau,Asylum-seekers,
2014,Poland,Croatia,Asylum-seekers,*
2014,Poland,India,Asylum-seekers,7
2014,Poland,"Iran (Islamic Rep. of)",Asylum-seekers,8
2014,Poland,Iraq,Asylum-seekers,15
2014,Poland,Jordan,Asylum-seekers,*
2014,Poland,Kazakhstan,Asylum-seekers,*
2014,Poland,Kenya,Asylum-seekers,
2014,Poland,Kyrgyzstan,Asylum-seekers,38
2014,Poland,"Rep. of Korea",Asylum-seekers,*
2014,Poland,"Lao People's Dem. Rep.",Asylum-seekers,
2014,Poland,Lebanon,Asylum-seekers,*
2014,Poland,Liberia,Asylum-seekers,*
2014,Poland,Libya,Asylum-seekers,5
2014,Poland,"Sri Lanka",Asylum-seekers,6
2014,Poland,Lithuania,Asylum-seekers,*
2014,Poland,Morocco,Asylum-seekers,*
2014,Poland,"Rep. of Moldova",Asylum-seekers,*
2014,Poland,"The former Yugoslav Republic of Macedonia",Asylum-seekers,
2014,Poland,Myanmar,Asylum-seekers,*
2014,Poland,Mongolia,Asylum-seekers,*
2014,Poland,Nigeria,Asylum-seekers,*
2014,Poland,Nepal,Asylum-seekers,*
2014,Poland,Pakistan,Asylum-seekers,31
2014,Poland,Philippines,Asylum-seekers,
2014,Poland,Poland,Asylum-seekers,
2014,Poland,"Dem. People's Rep. of Korea",Asylum-seekers,
2014,Poland,Palestinian,Asylum-seekers,7
2014,Poland,"Russian Federation",Asylum-seekers,1011
2014,Poland,Rwanda,Asylum-seekers,*
2014,Poland,Sudan,Asylum-seekers,*
2014,Poland,Senegal,Asylum-seekers,
2014,Poland,"Sierra Leone",Asylum-seekers,
2014,Poland,Somalia,Asylum-seekers,*
2014,Poland,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Poland,Slovakia,Asylum-seekers,*
2014,Poland,"Syrian Arab Rep.",Asylum-seekers,34
2014,Poland,Togo,Asylum-seekers,*
2014,Poland,Tajikistan,Asylum-seekers,26
2014,Poland,Turkmenistan,Asylum-seekers,10
2014,Poland,Tunisia,Asylum-seekers,*
2014,Poland,Turkey,Asylum-seekers,9
2014,Poland,Uganda,Asylum-seekers,*
2014,Poland,Ukraine,Asylum-seekers,1077
2014,Poland,"United States of America",Asylum-seekers,*
2014,Poland,Uzbekistan,Asylum-seekers,7
2014,Poland,"Viet Nam",Asylum-seekers,13
2014,Poland,Stateless,Asylum-seekers,18
2014,Poland,Various/Unknown,Asylum-seekers,*
2014,Poland,Zambia,Asylum-seekers,*
2014,Poland,Zimbabwe,Asylum-seekers,*
2014,Portugal,Afghanistan,Asylum-seekers,*
2014,Portugal,Angola,Asylum-seekers,6
2014,Portugal,Albania,Asylum-seekers,*
2014,Portugal,Armenia,Asylum-seekers,*
2014,Portugal,Benin,Asylum-seekers,*
2014,Portugal,Bangladesh,Asylum-seekers,*
2014,Portugal,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Portugal,Belarus,Asylum-seekers,*
2014,Portugal,Brazil,Asylum-seekers,*
2014,Portugal,"Central African Rep.",Asylum-seekers,*
2014,Portugal,China,Asylum-seekers,*
2014,Portugal,"Côte d'Ivoire",Asylum-seekers,14
2014,Portugal,Cameroon,Asylum-seekers,6
2014,Portugal,"Dem. Rep. of the Congo",Asylum-seekers,12
2014,Portugal,Congo,Asylum-seekers,6
2014,Portugal,Colombia,Asylum-seekers,6
2014,Portugal,Comoros,Asylum-seekers,
2014,Portugal,"Cabo Verde",Asylum-seekers,*
2014,Portugal,Cuba,Asylum-seekers,*
2014,Portugal,Egypt,Asylum-seekers,*
2014,Portugal,Eritrea,Asylum-seekers,*
2014,Portugal,Spain,Asylum-seekers,*
2014,Portugal,Ethiopia,Asylum-seekers,6
2014,Portugal,France,Asylum-seekers,*
2014,Portugal,Georgia,Asylum-seekers,
2014,Portugal,Ghana,Asylum-seekers,*
2014,Portugal,Guinea,Asylum-seekers,*
2014,Portugal,Gambia,Asylum-seekers,*
2014,Portugal,Guinea-Bissau,Asylum-seekers,7
2014,Portugal,India,Asylum-seekers,*
2014,Portugal,"Iran (Islamic Rep. of)",Asylum-seekers,5
2014,Portugal,Iraq,Asylum-seekers,*
2014,Portugal,Jordan,Asylum-seekers,*
2014,Portugal,Kenya,Asylum-seekers,
2014,Portugal,Lebanon,Asylum-seekers,*
2014,Portugal,Liberia,Asylum-seekers,*
2014,Portugal,Libya,Asylum-seekers,*
2014,Portugal,"Sri Lanka",Asylum-seekers,7
2014,Portugal,Morocco,Asylum-seekers,7
2014,Portugal,"The former Yugoslav Republic of Macedonia",Asylum-seekers,*
2014,Portugal,Mali,Asylum-seekers,*
2014,Portugal,Myanmar,Asylum-seekers,
2014,Portugal,Mauritania,Asylum-seekers,*
2014,Portugal,Malaysia,Asylum-seekers,*
2014,Portugal,Niger,Asylum-seekers,*
2014,Portugal,Nigeria,Asylum-seekers,*
2014,Portugal,Nepal,Asylum-seekers,
2014,Portugal,Pakistan,Asylum-seekers,27
2014,Portugal,Peru,Asylum-seekers,
2014,Portugal,Portugal,Asylum-seekers,
2014,Portugal,Palestinian,Asylum-seekers,*
2014,Portugal,"Russian Federation",Asylum-seekers,9
2014,Portugal,Rwanda,Asylum-seekers,*
2014,Portugal,"Saudi Arabia",Asylum-seekers,*
2014,Portugal,Sudan,Asylum-seekers,
2014,Portugal,Senegal,Asylum-seekers,*
2014,Portugal,"Sierra Leone",Asylum-seekers,22
2014,Portugal,Somalia,Asylum-seekers,*
2014,Portugal,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Portugal,"Syrian Arab Rep.",Asylum-seekers,15
2014,Portugal,Togo,Asylum-seekers,*
2014,Portugal,Turkey,Asylum-seekers,*
2014,Portugal,Uganda,Asylum-seekers,
2014,Portugal,Ukraine,Asylum-seekers,137
2014,Portugal,"United States of America",Asylum-seekers,*
2014,Portugal,Uzbekistan,Asylum-seekers,*
2014,Portugal,"Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2014,Portugal,Various/Unknown,Asylum-seekers,
2014,Portugal,Yemen,Asylum-seekers,*
2014,Portugal,"South Africa",Asylum-seekers,*
2014,Portugal,Zimbabwe,Asylum-seekers,
2014,Paraguay,"Burkina Faso",Asylum-seekers,*
2014,Paraguay,"Bolivia (Plurinational State of)",Asylum-seekers,*
2014,Paraguay,Cameroon,Asylum-seekers,*
2014,Paraguay,Congo,Asylum-seekers,
2014,Paraguay,Colombia,Asylum-seekers,*
2014,Paraguay,Cuba,Asylum-seekers,*
2014,Paraguay,Germany,Asylum-seekers,
2014,Paraguay,"Iran (Islamic Rep. of)",Asylum-seekers,
2014,Paraguay,Iraq,Asylum-seekers,
2014,Paraguay,"Sri Lanka",Asylum-seekers,*
2014,Paraguay,"Russian Federation",Asylum-seekers,
2014,Paraguay,"Sierra Leone",Asylum-seekers,
2014,Paraguay,Sweden,Asylum-seekers,*
2014,Paraguay,"Syrian Arab Rep.",Asylum-seekers,9
2014,Paraguay,Uruguay,Asylum-seekers,*
2014,Paraguay,"Viet Nam",Asylum-seekers,
2014,Qatar,Ethiopia,Asylum-seekers,*
2014,Qatar,Iraq,Asylum-seekers,86
2014,Qatar,Pakistan,Asylum-seekers,*
2014,Qatar,Qatar,Asylum-seekers,
2014,Qatar,Sudan,Asylum-seekers,*
2014,Qatar,Somalia,Asylum-seekers,
2014,Qatar,"Syrian Arab Rep.",Asylum-seekers,*
2014,Romania,Afghanistan,Asylum-seekers,39
2014,Romania,Angola,Asylum-seekers,*
2014,Romania,Albania,Asylum-seekers,*
2014,Romania,Armenia,Asylum-seekers,*
2014,Romania,Azerbaijan,Asylum-seekers,*
2014,Romania,Burundi,Asylum-seekers,
2014,Romania,Bangladesh,Asylum-seekers,8
2014,Romania,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Romania,Brazil,Asylum-seekers,*
2014,Romania,"Central African Rep.",Asylum-seekers,*
2014,Romania,China,Asylum-seekers,23
2014,Romania,"Côte d'Ivoire",Asylum-seekers,*
2014,Romania,Cameroon,Asylum-seekers,5
2014,Romania,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Romania,Congo,Asylum-seekers,*
2014,Romania,Colombia,Asylum-seekers,*
2014,Romania,Cuba,Asylum-seekers,*
2014,Romania,Germany,Asylum-seekers,*
2014,Romania,"Dominican Rep.",Asylum-seekers,*
2014,Romania,Algeria,Asylum-seekers,5
2014,Romania,Egypt,Asylum-seekers,10
2014,Romania,Eritrea,Asylum-seekers,
2014,Romania,Ethiopia,Asylum-seekers,*
2014,Romania,Georgia,Asylum-seekers,*
2014,Romania,Ghana,Asylum-seekers,*
2014,Romania,Guinea,Asylum-seekers,*
2014,Romania,Gambia,Asylum-seekers,*
2014,Romania,Croatia,Asylum-seekers,
2014,Romania,Indonesia,Asylum-seekers,*
2014,Romania,India,Asylum-seekers,*
2014,Romania,"Iran (Islamic Rep. of)",Asylum-seekers,10
2014,Romania,Iraq,Asylum-seekers,26
2014,Romania,Israel,Asylum-seekers,*
2014,Romania,Italy,Asylum-seekers,*
2014,Romania,Jordan,Asylum-seekers,*
2014,Romania,Kazakhstan,Asylum-seekers,*
2014,Romania,Kenya,Asylum-seekers,*
2014,Romania,Kyrgyzstan,Asylum-seekers,*
2014,Romania,Lebanon,Asylum-seekers,*
2014,Romania,Liberia,Asylum-seekers,
2014,Romania,Libya,Asylum-seekers,*
2014,Romania,"Sri Lanka",Asylum-seekers,*
2014,Romania,Morocco,Asylum-seekers,*
2014,Romania,"Rep. of Moldova",Asylum-seekers,*
2014,Romania,Mexico,Asylum-seekers,*
2014,Romania,Mali,Asylum-seekers,*
2014,Romania,Myanmar,Asylum-seekers,*
2014,Romania,Mauritania,Asylum-seekers,*
2014,Romania,Nigeria,Asylum-seekers,6
2014,Romania,Nepal,Asylum-seekers,*
2014,Romania,Pakistan,Asylum-seekers,31
2014,Romania,Peru,Asylum-seekers,*
2014,Romania,Philippines,Asylum-seekers,6
2014,Romania,Palestinian,Asylum-seekers,7
2014,Romania,Romania,Asylum-seekers,
2014,Romania,"Russian Federation",Asylum-seekers,*
2014,Romania,Rwanda,Asylum-seekers,
2014,Romania,Sudan,Asylum-seekers,*
2014,Romania,Senegal,Asylum-seekers,*
2014,Romania,"Sierra Leone",Asylum-seekers,
2014,Romania,Somalia,Asylum-seekers,*
2014,Romania,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Romania,"Syrian Arab Rep.",Asylum-seekers,114
2014,Romania,Togo,Asylum-seekers,*
2014,Romania,Thailand,Asylum-seekers,*
2014,Romania,Turkmenistan,Asylum-seekers,*
2014,Romania,Tunisia,Asylum-seekers,*
2014,Romania,Turkey,Asylum-seekers,12
2014,Romania,Uganda,Asylum-seekers,*
2014,Romania,Ukraine,Asylum-seekers,9
2014,Romania,"Viet Nam",Asylum-seekers,*
2014,Romania,Stateless,Asylum-seekers,*
2014,Romania,Various/Unknown,Asylum-seekers,*
2014,Romania,Yemen,Asylum-seekers,*
2014,Romania,Zimbabwe,Asylum-seekers,*
2014,"Russian Federation",Afghanistan,Asylum-seekers,195
2014,"Russian Federation",Armenia,Asylum-seekers,7
2014,"Russian Federation",Azerbaijan,Asylum-seekers,*
2014,"Russian Federation",Bangladesh,Asylum-seekers,*
2014,"Russian Federation","Bosnia and Herzegovina",Asylum-seekers,*
2014,"Russian Federation",Belarus,Asylum-seekers,*
2014,"Russian Federation","Central African Rep.",Asylum-seekers,*
2014,"Russian Federation",China,Asylum-seekers,*
2014,"Russian Federation","Côte d'Ivoire",Asylum-seekers,*
2014,"Russian Federation",Cameroon,Asylum-seekers,*
2014,"Russian Federation","Dem. Rep. of the Congo",Asylum-seekers,
2014,"Russian Federation",Congo,Asylum-seekers,*
2014,"Russian Federation",Algeria,Asylum-seekers,*
2014,"Russian Federation",Egypt,Asylum-seekers,20
2014,"Russian Federation",Eritrea,Asylum-seekers,*
2014,"Russian Federation",Ethiopia,Asylum-seekers,*
2014,"Russian Federation","United Kingdom",Asylum-seekers,*
2014,"Russian Federation",Georgia,Asylum-seekers,52
2014,"Russian Federation",Ghana,Asylum-seekers,*
2014,"Russian Federation",Guinea,Asylum-seekers,*
2014,"Russian Federation",Gambia,Asylum-seekers,*
2014,"Russian Federation",Guinea-Bissau,Asylum-seekers,*
2014,"Russian Federation",India,Asylum-seekers,*
2014,"Russian Federation","Iran (Islamic Rep. of)",Asylum-seekers,*
2014,"Russian Federation",Iraq,Asylum-seekers,8
2014,"Russian Federation",Israel,Asylum-seekers,*
2014,"Russian Federation",Italy,Asylum-seekers,*
2014,"Russian Federation",Jordan,Asylum-seekers,*
2014,"Russian Federation",Kazakhstan,Asylum-seekers,*
2014,"Russian Federation",Kyrgyzstan,Asylum-seekers,13
2014,"Russian Federation",Lebanon,Asylum-seekers,*
2014,"Russian Federation",Liberia,Asylum-seekers,
2014,"Russian Federation",Libya,Asylum-seekers,*
2014,"Russian Federation","Sri Lanka",Asylum-seekers,
2014,"Russian Federation",Lithuania,Asylum-seekers,*
2014,"Russian Federation",Latvia,Asylum-seekers,
2014,"Russian Federation",Morocco,Asylum-seekers,*
2014,"Russian Federation","Rep. of Moldova",Asylum-seekers,9
2014,"Russian Federation",Nigeria,Asylum-seekers,*
2014,"Russian Federation",Nepal,Asylum-seekers,*
2014,"Russian Federation",Pakistan,Asylum-seekers,*
2014,"Russian Federation",Philippines,Asylum-seekers,*
2014,"Russian Federation","Dem. People's Rep. of Korea",Asylum-seekers,6
2014,"Russian Federation",Portugal,Asylum-seekers,*
2014,"Russian Federation",Palestinian,Asylum-seekers,6
2014,"Russian Federation","Russian Federation",Asylum-seekers,
2014,"Russian Federation",Rwanda,Asylum-seekers,*
2014,"Russian Federation",Sudan,Asylum-seekers,7
2014,"Russian Federation",Somalia,Asylum-seekers,*
2014,"Russian Federation","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,
2014,"Russian Federation","Syrian Arab Rep.",Asylum-seekers,413
2014,"Russian Federation",Thailand,Asylum-seekers,*
2014,"Russian Federation",Tajikistan,Asylum-seekers,10
2014,"Russian Federation",Turkmenistan,Asylum-seekers,5
2014,"Russian Federation",Tunisia,Asylum-seekers,*
2014,"Russian Federation",Turkey,Asylum-seekers,*
2014,"Russian Federation","United Rep. of Tanzania",Asylum-seekers,*
2014,"Russian Federation",Ukraine,Asylum-seekers,2229
2014,"Russian Federation","United States of America",Asylum-seekers,*
2014,"Russian Federation",Uzbekistan,Asylum-seekers,42
2014,"Russian Federation","Viet Nam",Asylum-seekers,*
2014,"Russian Federation",Various/Unknown,Asylum-seekers,11
2014,"Russian Federation",Various/Unknown,Asylum-seekers,
2014,Rwanda,Afghanistan,Asylum-seekers,*
2014,Rwanda,Angola,Asylum-seekers,
2014,Rwanda,Burundi,Asylum-seekers,40
2014,Rwanda,"Central African Rep.",Asylum-seekers,*
2014,Rwanda,"Dem. Rep. of the Congo",Asylum-seekers,178
2014,Rwanda,Eritrea,Asylum-seekers,*
2014,Rwanda,Ethiopia,Asylum-seekers,*
2014,Rwanda,Haiti,Asylum-seekers,
2014,Rwanda,Kenya,Asylum-seekers,*
2014,Rwanda,Rwanda,Asylum-seekers,
2014,Rwanda,Somalia,Asylum-seekers,*
2014,Rwanda,Chad,Asylum-seekers,
2014,Rwanda,Uganda,Asylum-seekers,
2014,"Saudi Arabia",Afghanistan,Asylum-seekers,7
2014,"Saudi Arabia",China,Asylum-seekers,*
2014,"Saudi Arabia",Eritrea,Asylum-seekers,*
2014,"Saudi Arabia",Ethiopia,Asylum-seekers,5
2014,"Saudi Arabia",Iraq,Asylum-seekers,42
2014,"Saudi Arabia",Liberia,Asylum-seekers,
2014,"Saudi Arabia",Myanmar,Asylum-seekers,
2014,"Saudi Arabia",Pakistan,Asylum-seekers,*
2014,"Saudi Arabia",Palestinian,Asylum-seekers,
2014,"Saudi Arabia","Russian Federation",Asylum-seekers,
2014,"Saudi Arabia","Saudi Arabia",Asylum-seekers,
2014,"Saudi Arabia",Sudan,Asylum-seekers,9
2014,"Saudi Arabia",Somalia,Asylum-seekers,19
2014,"Saudi Arabia","Syrian Arab Rep.",Asylum-seekers,12
2014,"Saudi Arabia",Chad,Asylum-seekers,
2014,"Saudi Arabia",Tunisia,Asylum-seekers,
2014,"Saudi Arabia",Uganda,Asylum-seekers,*
2014,"Saudi Arabia",Uzbekistan,Asylum-seekers,
2014,"Saudi Arabia",Yemen,Asylum-seekers,*
2014,Sudan,Armenia,Asylum-seekers,*
2014,Sudan,Burundi,Asylum-seekers,
2014,Sudan,"Central African Rep.",Asylum-seekers,*
2014,Sudan,Cameroon,Asylum-seekers,*
2014,Sudan,"Dem. Rep. of the Congo",Asylum-seekers,736
2014,Sudan,Congo,Asylum-seekers,*
2014,Sudan,Algeria,Asylum-seekers,*
2014,Sudan,Egypt,Asylum-seekers,23
2014,Sudan,Eritrea,Asylum-seekers,1116
2014,Sudan,Ethiopia,Asylum-seekers,7952
2014,Sudan,Guinea,Asylum-seekers,
2014,Sudan,Gambia,Asylum-seekers,
2014,Sudan,India,Asylum-seekers,*
2014,Sudan,Iraq,Asylum-seekers,14
2014,Sudan,Kenya,Asylum-seekers,
2014,Sudan,Liberia,Asylum-seekers,*
2014,Sudan,Libya,Asylum-seekers,
2014,Sudan,Mali,Asylum-seekers,*
2014,Sudan,Nigeria,Asylum-seekers,*
2014,Sudan,Palestinian,Asylum-seekers,52
2014,Sudan,Sudan,Asylum-seekers,
2014,Sudan,"Sierra Leone",Asylum-seekers,*
2014,Sudan,Somalia,Asylum-seekers,39
2014,Sudan,"South Sudan",Asylum-seekers,
2014,Sudan,"Syrian Arab Rep.",Asylum-seekers,238
2014,Sudan,Chad,Asylum-seekers,*
2014,Sudan,Tunisia,Asylum-seekers,
2014,Sudan,"United Rep. of Tanzania",Asylum-seekers,
2014,Sudan,Uganda,Asylum-seekers,
2014,Sudan,Various/Unknown,Asylum-seekers,17
2014,Sudan,Various/Unknown,Asylum-seekers,
2014,Sudan,Yemen,Asylum-seekers,
2014,Sudan,Zimbabwe,Asylum-seekers,*
2014,Senegal,Afghanistan,Asylum-seekers,9
2014,Senegal,Angola,Asylum-seekers,12
2014,Senegal,Burundi,Asylum-seekers,13
2014,Senegal,Benin,Asylum-seekers,*
2014,Senegal,"Burkina Faso",Asylum-seekers,*
2014,Senegal,"Central African Rep.",Asylum-seekers,501
2014,Senegal,"Côte d'Ivoire",Asylum-seekers,292
2014,Senegal,Cameroon,Asylum-seekers,36
2014,Senegal,"Dem. Rep. of the Congo",Asylum-seekers,249
2014,Senegal,Congo,Asylum-seekers,243
2014,Senegal,Cuba,Asylum-seekers,*
2014,Senegal,Algeria,Asylum-seekers,10
2014,Senegal,Eritrea,Asylum-seekers,*
2014,Senegal,Ethiopia,Asylum-seekers,*
2014,Senegal,France,Asylum-seekers,*
2014,Senegal,Gabon,Asylum-seekers,*
2014,Senegal,Ghana,Asylum-seekers,31
2014,Senegal,Guinea,Asylum-seekers,103
2014,Senegal,Gambia,Asylum-seekers,177
2014,Senegal,Guinea-Bissau,Asylum-seekers,93
2014,Senegal,Haiti,Asylum-seekers,*
2014,Senegal,India,Asylum-seekers,*
2014,Senegal,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Senegal,Iraq,Asylum-seekers,*
2014,Senegal,Liberia,Asylum-seekers,378
2014,Senegal,"Sri Lanka",Asylum-seekers,81
2014,Senegal,Mali,Asylum-seekers,46
2014,Senegal,Mauritania,Asylum-seekers,69
2014,Senegal,Niger,Asylum-seekers,*
2014,Senegal,Nigeria,Asylum-seekers,354
2014,Senegal,Nepal,Asylum-seekers,*
2014,Senegal,Palestinian,Asylum-seekers,*
2014,Senegal,Rwanda,Asylum-seekers,9
2014,Senegal,Sudan,Asylum-seekers,*
2014,Senegal,"Sierra Leone",Asylum-seekers,25
2014,Senegal,Somalia,Asylum-seekers,9
2014,Senegal,"Syrian Arab Rep.",Asylum-seekers,21
2014,Senegal,Chad,Asylum-seekers,48
2014,Senegal,Togo,Asylum-seekers,72
2014,Senegal,"United Rep. of Tanzania",Asylum-seekers,*
2014,Singapore,China,Asylum-seekers,
2014,Singapore,Myanmar,Asylum-seekers,*
2014,"Solomon Islands",Fiji,Asylum-seekers,*
2014,"Sierra Leone","Côte d'Ivoire",Asylum-seekers,*
2014,"Sierra Leone",Eritrea,Asylum-seekers,*
2014,"Sierra Leone",Ghana,Asylum-seekers,*
2014,"Sierra Leone",Guinea,Asylum-seekers,*
2014,"Sierra Leone",Liberia,Asylum-seekers,
2014,"Sierra Leone",Mali,Asylum-seekers,*
2014,"Sierra Leone",Nigeria,Asylum-seekers,*
2014,"Sierra Leone",Sudan,Asylum-seekers,7
2014,"Sierra Leone",Chad,Asylum-seekers,
2014,"El Salvador",China,Asylum-seekers,
2014,"El Salvador",Colombia,Asylum-seekers,*
2014,"El Salvador",Cuba,Asylum-seekers,*
2014,"El Salvador",Algeria,Asylum-seekers,
2014,"El Salvador",Eritrea,Asylum-seekers,*
2014,"El Salvador",Honduras,Asylum-seekers,*
2014,"El Salvador","Iran (Islamic Rep. of)",Asylum-seekers,
2014,"El Salvador",Mexico,Asylum-seekers,*
2014,"El Salvador",Nicaragua,Asylum-seekers,
2014,"El Salvador",Peru,Asylum-seekers,*
2014,Somalia,Bangladesh,Asylum-seekers,
2014,Somalia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Somalia,Djibouti,Asylum-seekers,*
2014,Somalia,Eritrea,Asylum-seekers,26
2014,Somalia,Ethiopia,Asylum-seekers,9144
2014,Somalia,Palestinian,Asylum-seekers,*
2014,Somalia,Sudan,Asylum-seekers,7
2014,Somalia,Somalia,Asylum-seekers,
2014,Somalia,"Syrian Arab Rep.",Asylum-seekers,63
2014,Somalia,"United Rep. of Tanzania",Asylum-seekers,*
2014,Somalia,Uganda,Asylum-seekers,*
2014,Somalia,Various/Unknown,Asylum-seekers,12
2014,Somalia,Yemen,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Afghanistan,Asylum-seekers,58
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Albania,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Benin,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Burkina Faso",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Bangladesh,Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Bosnia and Herzegovina",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Central African Rep.",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Côte d'Ivoire",Asylum-seekers,*
2014,"Serbia and Kosovo (S/RES/1244 (1999))",Cameroon,Asylum-seekers,*
