Country / territory of asylum/residence,Origin,Population type,Value
Russian Federation,Ukraine,Asylum-seekers,2229
Russian Federation,Ukraine,Refugees (incl. refugee-like situations),231787
Russian Federation,United States of America,Asylum-seekers,*
Russian Federation,United States of America,Refugees (incl. refugee-like situations),6
Russian Federation,Uzbekistan,Asylum-seekers,42
Russian Federation,Uzbekistan,Refugees (incl. refugee-like situations),110
Russian Federation,Viet Nam,Asylum-seekers,*
Russian Federation,Viet Nam,Refugees (incl. refugee-like situations),
Russian Federation,Various/Unknown,Asylum-seekers,11
Russian Federation,Various/Unknown,Asylum-seekers,
Russian Federation,Various/Unknown,Refugees (incl. refugee-like situations),5
Russian Federation,Various/Unknown,Refugees (incl. refugee-like situations),
Rwanda,Afghanistan,Asylum-seekers,*
Rwanda,Afghanistan,Refugees (incl. refugee-like situations),6
Rwanda,Angola,Asylum-seekers,
Rwanda,Angola,Refugees (incl. refugee-like situations),6
Rwanda,Burundi,Asylum-seekers,40
Rwanda,Burundi,Refugees (incl. refugee-like situations),388
Rwanda,Central African Rep.,Asylum-seekers,*
Rwanda,Central African Rep.,Refugees (incl. refugee-like situations),
Rwanda,Dem. Rep. of the Congo,Asylum-seekers,178
Rwanda,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),73400
Rwanda,Eritrea,Asylum-seekers,*
Rwanda,Eritrea,Refugees (incl. refugee-like situations),*
Rwanda,Ethiopia,Asylum-seekers,*
Rwanda,Ethiopia,Refugees (incl. refugee-like situations),*
Rwanda,Haiti,Asylum-seekers,
Rwanda,Haiti,Refugees (incl. refugee-like situations),*
Rwanda,Kenya,Asylum-seekers,*
Rwanda,Kenya,Refugees (incl. refugee-like situations),
Rwanda,Rwanda,Asylum-seekers,
Rwanda,Rwanda,Refugees (incl. refugee-like situations),
Rwanda,Somalia,Asylum-seekers,*
Rwanda,Somalia,Refugees (incl. refugee-like situations),*
Rwanda,Chad,Asylum-seekers,
Rwanda,Chad,Refugees (incl. refugee-like situations),7
Rwanda,Uganda,Asylum-seekers,
Rwanda,Uganda,Refugees (incl. refugee-like situations),5
Saudi Arabia,Afghanistan,Asylum-seekers,7
Saudi Arabia,Afghanistan,Refugees (incl. refugee-like situations),
Saudi Arabia,China,Asylum-seekers,*
Saudi Arabia,China,Refugees (incl. refugee-like situations),14
Saudi Arabia,Eritrea,Asylum-seekers,*
Saudi Arabia,Eritrea,Refugees (incl. refugee-like situations),376
Saudi Arabia,Ethiopia,Asylum-seekers,5
Saudi Arabia,Ethiopia,Refugees (incl. refugee-like situations),*
Saudi Arabia,Iraq,Asylum-seekers,42
Saudi Arabia,Iraq,Refugees (incl. refugee-like situations),32
Saudi Arabia,Liberia,Asylum-seekers,
Saudi Arabia,Liberia,Refugees (incl. refugee-like situations),27
Saudi Arabia,Myanmar,Asylum-seekers,
Saudi Arabia,Myanmar,Refugees (incl. refugee-like situations),*
Saudi Arabia,Pakistan,Asylum-seekers,*
Saudi Arabia,Pakistan,Refugees (incl. refugee-like situations),
Saudi Arabia,Palestinian,Asylum-seekers,
Saudi Arabia,Palestinian,Refugees (incl. refugee-like situations),22
Saudi Arabia,Russian Federation,Asylum-seekers,
Saudi Arabia,Russian Federation,Refugees (incl. refugee-like situations),*
Saudi Arabia,Saudi Arabia,Asylum-seekers,
Saudi Arabia,Saudi Arabia,Refugees (incl. refugee-like situations),
Saudi Arabia,Sudan,Asylum-seekers,9
Saudi Arabia,Sudan,Refugees (incl. refugee-like situations),31
Saudi Arabia,Somalia,Asylum-seekers,19
Saudi Arabia,Somalia,Refugees (incl. refugee-like situations),21
Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18
Saudi Arabia,Chad,Asylum-seekers,
Saudi Arabia,Chad,Refugees (incl. refugee-like situations),*
Saudi Arabia,Tunisia,Asylum-seekers,
Saudi Arabia,Tunisia,Refugees (incl. refugee-like situations),6
Saudi Arabia,Uganda,Asylum-seekers,*
Saudi Arabia,Uganda,Refugees (incl. refugee-like situations),
Saudi Arabia,Uzbekistan,Asylum-seekers,
Saudi Arabia,Uzbekistan,Refugees (incl. refugee-like situations),7
Saudi Arabia,Yemen,Asylum-seekers,*
Saudi Arabia,Yemen,Refugees (incl. refugee-like situations),
Sudan,Armenia,Asylum-seekers,*
Sudan,Armenia,Refugees (incl. refugee-like situations),5
Sudan,Burundi,Asylum-seekers,
Sudan,Burundi,Refugees (incl. refugee-like situations),*
Sudan,Central African Rep.,Asylum-seekers,*
Sudan,Central African Rep.,Refugees (incl. refugee-like situations),4113
Sudan,Cameroon,Asylum-seekers,*
Sudan,Cameroon,Refugees (incl. refugee-like situations),
Sudan,Dem. Rep. of the Congo,Asylum-seekers,736
Sudan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),61
Sudan,Congo,Asylum-seekers,*
Sudan,Congo,Refugees (incl. refugee-like situations),
Sudan,Algeria,Asylum-seekers,*
Sudan,Algeria,Refugees (incl. refugee-like situations),*
Sudan,Egypt,Asylum-seekers,23
Sudan,Egypt,Refugees (incl. refugee-like situations),10
Sudan,Eritrea,Asylum-seekers,1116
Sudan,Eritrea,Refugees (incl. refugee-like situations),109196
Sudan,Ethiopia,Asylum-seekers,7952
Sudan,Ethiopia,Refugees (incl. refugee-like situations),5495
Sudan,Guinea,Asylum-seekers,
Sudan,Guinea,Refugees (incl. refugee-like situations),*
Sudan,Gambia,Asylum-seekers,
Sudan,Gambia,Refugees (incl. refugee-like situations),*
Sudan,India,Asylum-seekers,*
Sudan,India,Refugees (incl. refugee-like situations),
Sudan,Iraq,Asylum-seekers,14
Sudan,Iraq,Refugees (incl. refugee-like situations),16
Sudan,Kenya,Asylum-seekers,
Sudan,Kenya,Refugees (incl. refugee-like situations),*
Sudan,Liberia,Asylum-seekers,*
Sudan,Liberia,Refugees (incl. refugee-like situations),
Sudan,Libya,Asylum-seekers,
Sudan,Libya,Refugees (incl. refugee-like situations),*
Sudan,Mali,Asylum-seekers,*
Sudan,Mali,Refugees (incl. refugee-like situations),
Sudan,Nigeria,Asylum-seekers,*
Sudan,Nigeria,Refugees (incl. refugee-like situations),
Sudan,Palestinian,Asylum-seekers,52
Sudan,Palestinian,Refugees (incl. refugee-like situations),43
Sudan,Sudan,Asylum-seekers,
Sudan,Sudan,Refugees (incl. refugee-like situations),
Sudan,Sierra Leone,Asylum-seekers,*
Sudan,Sierra Leone,Refugees (incl. refugee-like situations),
Sudan,Somalia,Asylum-seekers,39
Sudan,Somalia,Refugees (incl. refugee-like situations),181
Sudan,South Sudan,Asylum-seekers,
Sudan,South Sudan,Refugees (incl. refugee-like situations),115451
Sudan,Syrian Arab Rep.,Asylum-seekers,238
Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),797
Sudan,Chad,Asylum-seekers,*
Sudan,Chad,Refugees (incl. refugee-like situations),42334
Sudan,Tunisia,Asylum-seekers,
Sudan,Tunisia,Refugees (incl. refugee-like situations),*
Sudan,United Rep. of Tanzania,Asylum-seekers,
Sudan,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
Sudan,Uganda,Asylum-seekers,
Sudan,Uganda,Refugees (incl. refugee-like situations),*
Sudan,Various/Unknown,Asylum-seekers,17
Sudan,Various/Unknown,Asylum-seekers,
Sudan,Various/Unknown,Refugees (incl. refugee-like situations),116
Sudan,Various/Unknown,Refugees (incl. refugee-like situations),
Sudan,Yemen,Asylum-seekers,
Sudan,Yemen,Refugees (incl. refugee-like situations),*
Sudan,Zimbabwe,Asylum-seekers,*
Sudan,Zimbabwe,Refugees (incl. refugee-like situations),*
Senegal,Afghanistan,Asylum-seekers,9
Senegal,Afghanistan,Refugees (incl. refugee-like situations),
Senegal,Angola,Asylum-seekers,12
Senegal,Angola,Refugees (incl. refugee-like situations),*
Senegal,Burundi,Asylum-seekers,13
Senegal,Burundi,Refugees (incl. refugee-like situations),50
Senegal,Benin,Asylum-seekers,*
Senegal,Benin,Refugees (incl. refugee-like situations),
Senegal,Burkina Faso,Asylum-seekers,*
Senegal,Burkina Faso,Refugees (incl. refugee-like situations),
Senegal,Central African Rep.,Asylum-seekers,501
Senegal,Central African Rep.,Refugees (incl. refugee-like situations),
Senegal,Côte d'Ivoire,Asylum-seekers,292
Senegal,Côte d'Ivoire,Refugees (incl. refugee-like situations),48
Senegal,Cameroon,Asylum-seekers,36
Senegal,Cameroon,Refugees (incl. refugee-like situations),12
Senegal,Dem. Rep. of the Congo,Asylum-seekers,249
Senegal,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),22
Senegal,Congo,Asylum-seekers,243
Senegal,Congo,Refugees (incl. refugee-like situations),19
Senegal,Cuba,Asylum-seekers,*
Senegal,Cuba,Refugees (incl. refugee-like situations),
Senegal,Algeria,Asylum-seekers,10
Senegal,Algeria,Refugees (incl. refugee-like situations),9
Senegal,Eritrea,Asylum-seekers,*
Senegal,Eritrea,Refugees (incl. refugee-like situations),
Senegal,Ethiopia,Asylum-seekers,*
Senegal,Ethiopia,Refugees (incl. refugee-like situations),*
Senegal,France,Asylum-seekers,*
Senegal,France,Refugees (incl. refugee-like situations),
Senegal,Gabon,Asylum-seekers,*
Senegal,Gabon,Refugees (incl. refugee-like situations),
Senegal,Ghana,Asylum-seekers,31
Senegal,Ghana,Refugees (incl. refugee-like situations),*
Senegal,Guinea,Asylum-seekers,103
Senegal,Guinea,Refugees (incl. refugee-like situations),14
Senegal,Gambia,Asylum-seekers,177
Senegal,Gambia,Refugees (incl. refugee-like situations),36
Senegal,Guinea-Bissau,Asylum-seekers,93
Senegal,Guinea-Bissau,Refugees (incl. refugee-like situations),
Senegal,Haiti,Asylum-seekers,*
Senegal,Haiti,Refugees (incl. refugee-like situations),
Senegal,India,Asylum-seekers,*
Senegal,India,Refugees (incl. refugee-like situations),
Senegal,Iran (Islamic Rep. of),Asylum-seekers,*
Senegal,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),
Senegal,Iraq,Asylum-seekers,*
Senegal,Iraq,Refugees (incl. refugee-like situations),
Senegal,Liberia,Asylum-seekers,378
Senegal,Liberia,Refugees (incl. refugee-like situations),61
Senegal,Sri Lanka,Asylum-seekers,81
Senegal,Sri Lanka,Refugees (incl. refugee-like situations),
Senegal,Mali,Asylum-seekers,46
Senegal,Mali,Refugees (incl. refugee-like situations),*
Senegal,Mauritania,Asylum-seekers,69
Senegal,Mauritania,Refugees (incl. refugee-like situations),13699
Senegal,Niger,Asylum-seekers,*
Senegal,Niger,Refugees (incl. refugee-like situations),
Senegal,Nigeria,Asylum-seekers,354
Senegal,Nigeria,Refugees (incl. refugee-like situations),7
Senegal,Nepal,Asylum-seekers,*
Senegal,Nepal,Refugees (incl. refugee-like situations),
Senegal,Palestinian,Asylum-seekers,*
Senegal,Palestinian,Refugees (incl. refugee-like situations),
Senegal,Rwanda,Asylum-seekers,9
Senegal,Rwanda,Refugees (incl. refugee-like situations),274
Senegal,Sudan,Asylum-seekers,*
Senegal,Sudan,Refugees (incl. refugee-like situations),
Senegal,Sierra Leone,Asylum-seekers,25
Senegal,Sierra Leone,Refugees (incl. refugee-like situations),
Senegal,Somalia,Asylum-seekers,9
Senegal,Somalia,Refugees (incl. refugee-like situations),*
Senegal,Syrian Arab Rep.,Asylum-seekers,21
Senegal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
Senegal,Chad,Asylum-seekers,48
Senegal,Chad,Refugees (incl. refugee-like situations),16
Senegal,Togo,Asylum-seekers,72
Senegal,Togo,Refugees (incl. refugee-like situations),*
Senegal,United Rep. of Tanzania,Asylum-seekers,*
Senegal,United Rep. of Tanzania,Refugees (incl. refugee-like situations),
Singapore,China,Asylum-seekers,
Singapore,China,Refugees (incl. refugee-like situations),
Singapore,Myanmar,Asylum-seekers,*
Singapore,Myanmar,Refugees (incl. refugee-like situations),*
Solomon Islands,Fiji,Asylum-seekers,*
Solomon Islands,Fiji,Refugees (incl. refugee-like situations),*
Sierra Leone,Côte d'Ivoire,Asylum-seekers,*
Sierra Leone,Côte d'Ivoire,Refugees (incl. refugee-like situations),38
Sierra Leone,Eritrea,Asylum-seekers,*
Sierra Leone,Eritrea,Refugees (incl. refugee-like situations),
Sierra Leone,Ghana,Asylum-seekers,*
Sierra Leone,Ghana,Refugees (incl. refugee-like situations),
Sierra Leone,Guinea,Asylum-seekers,*
Sierra Leone,Guinea,Refugees (incl. refugee-like situations),
Sierra Leone,Liberia,Asylum-seekers,
Sierra Leone,Liberia,Refugees (incl. refugee-like situations),1326
Sierra Leone,Mali,Asylum-seekers,*
Sierra Leone,Mali,Refugees (incl. refugee-like situations),
Sierra Leone,Nigeria,Asylum-seekers,*
Sierra Leone,Nigeria,Refugees (incl. refugee-like situations),
Sierra Leone,Sudan,Asylum-seekers,7
Sierra Leone,Sudan,Refugees (incl. refugee-like situations),7
Sierra Leone,Chad,Asylum-seekers,
Sierra Leone,Chad,Refugees (incl. refugee-like situations),*
El Salvador,China,Asylum-seekers,
El Salvador,China,Refugees (incl. refugee-like situations),*
El Salvador,Colombia,Asylum-seekers,*
El Salvador,Colombia,Refugees (incl. refugee-like situations),*
El Salvador,Cuba,Asylum-seekers,*
El Salvador,Cuba,Refugees (incl. refugee-like situations),
El Salvador,Algeria,Asylum-seekers,
El Salvador,Algeria,Refugees (incl. refugee-like situations),*
El Salvador,Eritrea,Asylum-seekers,*
El Salvador,Eritrea,Refugees (incl. refugee-like situations),
El Salvador,Honduras,Asylum-seekers,*
El Salvador,Honduras,Refugees (incl. refugee-like situations),14
El Salvador,Iran (Islamic Rep. of),Asylum-seekers,
El Salvador,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
El Salvador,Mexico,Asylum-seekers,*
El Salvador,Mexico,Refugees (incl. refugee-like situations),*
El Salvador,Nicaragua,Asylum-seekers,
El Salvador,Nicaragua,Refugees (incl. refugee-like situations),9
El Salvador,Peru,Asylum-seekers,*
El Salvador,Peru,Refugees (incl. refugee-like situations),*
Somalia,Bangladesh,Asylum-seekers,
Somalia,Bangladesh,Refugees (incl. refugee-like situations),5
Somalia,Dem. Rep. of the Congo,Asylum-seekers,*
Somalia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Somalia,Djibouti,Asylum-seekers,*
Somalia,Djibouti,Refugees (incl. refugee-like situations),
Somalia,Eritrea,Asylum-seekers,26
Somalia,Eritrea,Refugees (incl. refugee-like situations),33
Somalia,Ethiopia,Asylum-seekers,9144
Somalia,Ethiopia,Refugees (incl. refugee-like situations),2606
Somalia,Palestinian,Asylum-seekers,*
Somalia,Palestinian,Refugees (incl. refugee-like situations),
Somalia,Sudan,Asylum-seekers,7
Somalia,Sudan,Refugees (incl. refugee-like situations),*
Somalia,Somalia,Asylum-seekers,
Somalia,Somalia,Refugees (incl. refugee-like situations),
Somalia,Syrian Arab Rep.,Asylum-seekers,63
Somalia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
Somalia,United Rep. of Tanzania,Asylum-seekers,*
Somalia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),68
Somalia,Uganda,Asylum-seekers,*
Somalia,Uganda,Refugees (incl. refugee-like situations),*
Somalia,Various/Unknown,Asylum-seekers,12
Somalia,Various/Unknown,Refugees (incl. refugee-like situations),*
Somalia,Yemen,Asylum-seekers,*
Somalia,Yemen,Refugees (incl. refugee-like situations),5
Serbia and Kosovo (S/RES/1244 (1999)),Afghanistan,Asylum-seekers,58
Serbia and Kosovo (S/RES/1244 (1999)),Afghanistan,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Albania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Albania,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Benin,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Benin,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Burkina Faso,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Burkina Faso,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Bangladesh,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Bangladesh,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Refugees (incl. refugee-like situations),11325
Serbia and Kosovo (S/RES/1244 (1999)),Central African Rep.,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Central African Rep.,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Côte d'Ivoire,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Côte d'Ivoire,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Cameroon,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Cameroon,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Dem. Rep. of the Congo,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Congo,Asylum-seekers,10
Serbia and Kosovo (S/RES/1244 (1999)),Congo,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Comoros,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Comoros,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Cuba,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Cuba,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),Czech Rep.,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Czech Rep.,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Algeria,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Algeria,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Egypt,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Egypt,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Eritrea,Asylum-seekers,48
Serbia and Kosovo (S/RES/1244 (1999)),Eritrea,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Ethiopia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Ethiopia,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),France,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),France,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Ghana,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Ghana,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Guinea,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Guinea,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Gambia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Gambia,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Refugees (incl. refugee-like situations),32408
Serbia and Kosovo (S/RES/1244 (1999)),India,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),India,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Iraq,Asylum-seekers,5
Serbia and Kosovo (S/RES/1244 (1999)),Iraq,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),Kenya,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Kenya,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Liberia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Liberia,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Libya,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Libya,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),Sri Lanka,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Sri Lanka,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Morocco,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Morocco,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Mali,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Mali,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Myanmar,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Myanmar,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Montenegro,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Montenegro,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Mauritania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Mauritania,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Niger,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Niger,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Netherlands,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Netherlands,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Pakistan,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Pakistan,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Rwanda,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Rwanda,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Saudi Arabia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Saudi Arabia,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Sudan,Asylum-seekers,8
Serbia and Kosovo (S/RES/1244 (1999)),Sudan,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Senegal,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Senegal,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Sierra Leone,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Sierra Leone,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Somalia,Asylum-seekers,32
Serbia and Kosovo (S/RES/1244 (1999)),Somalia,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,238
Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
Serbia and Kosovo (S/RES/1244 (1999)),Chad,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Chad,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Togo,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Togo,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Tunisia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Tunisia,Refugees (incl. refugee-like situations),*
Serbia and Kosovo (S/RES/1244 (1999)),United Rep. of Tanzania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),United Rep. of Tanzania,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Uganda,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Uganda,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Ukraine,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Ukraine,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Uzbekistan,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Uzbekistan,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),Yemen,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Yemen,Refugees (incl. refugee-like situations),
Serbia and Kosovo (S/RES/1244 (1999)),South Africa,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),South Africa,Refugees (incl. refugee-like situations),
South Sudan,Burundi,Asylum-seekers,*
South Sudan,Burundi,Refugees (incl. refugee-like situations),
South Sudan,Central African Rep.,Asylum-seekers,*
South Sudan,Central African Rep.,Refugees (incl. refugee-like situations),2040
South Sudan,Côte d'Ivoire,Asylum-seekers,*
South Sudan,Côte d'Ivoire,Refugees (incl. refugee-like situations),
South Sudan,Dem. Rep. of the Congo,Asylum-seekers,5
South Sudan,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),15485
South Sudan,Congo,Asylum-seekers,*
South Sudan,Congo,Refugees (incl. refugee-like situations),
South Sudan,Egypt,Asylum-seekers,*
South Sudan,Egypt,Refugees (incl. refugee-like situations),
South Sudan,Eritrea,Asylum-seekers,17
South Sudan,Eritrea,Refugees (incl. refugee-like situations),
South Sudan,Ethiopia,Asylum-seekers,71
South Sudan,Ethiopia,Refugees (incl. refugee-like situations),4900
South Sudan,Kenya,Asylum-seekers,*
South Sudan,Kenya,Refugees (incl. refugee-like situations),
South Sudan,Rwanda,Asylum-seekers,*
South Sudan,Rwanda,Refugees (incl. refugee-like situations),
South Sudan,Sudan,Asylum-seekers,12
South Sudan,Sudan,Refugees (incl. refugee-like situations),225727
South Sudan,Somalia,Asylum-seekers,18
South Sudan,Somalia,Refugees (incl. refugee-like situations),
South Sudan,South Sudan,Asylum-seekers,
South Sudan,South Sudan,Refugees (incl. refugee-like situations),
South Sudan,Syrian Arab Rep.,Asylum-seekers,*
South Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
South Sudan,Uganda,Asylum-seekers,*
South Sudan,Uganda,Refugees (incl. refugee-like situations),
Suriname,Bangladesh,Asylum-seekers,*
Suriname,Bangladesh,Refugees (incl. refugee-like situations),
Suriname,Nigeria,Asylum-seekers,*
Suriname,Nigeria,Refugees (incl. refugee-like situations),
Slovakia,Afghanistan,Asylum-seekers,*
Slovakia,Afghanistan,Refugees (incl. refugee-like situations),278
Slovakia,Albania,Asylum-seekers,*
Slovakia,Albania,Refugees (incl. refugee-like situations),
