Country / territory of asylum/residence,Origin,Population type,Value
Russian Federation,Turkmenistan,Asylum-seekers,5
Russian Federation,Tunisia,Asylum-seekers,*
Russian Federation,Turkey,Asylum-seekers,*
Russian Federation,United Rep. of Tanzania,Asylum-seekers,*
Russian Federation,Ukraine,Asylum-seekers,2229
Russian Federation,United States of America,Asylum-seekers,*
Russian Federation,Uzbekistan,Asylum-seekers,42
Russian Federation,Viet Nam,Asylum-seekers,*
Russian Federation,Various/Unknown,Asylum-seekers,11
Russian Federation,Various/Unknown,Asylum-seekers,
Rwanda,Afghanistan,Asylum-seekers,*
Rwanda,Angola,Asylum-seekers,
Rwanda,Burundi,Asylum-seekers,40
Rwanda,Central African Rep.,Asylum-seekers,*
Rwanda,Dem. Rep. of the Congo,Asylum-seekers,178
Rwanda,Eritrea,Asylum-seekers,*
Rwanda,Ethiopia,Asylum-seekers,*
Rwanda,Haiti,Asylum-seekers,
Rwanda,Kenya,Asylum-seekers,*
Rwanda,Rwanda,Asylum-seekers,
Rwanda,Somalia,Asylum-seekers,*
Rwanda,Chad,Asylum-seekers,
Rwanda,Uganda,Asylum-seekers,
Saudi Arabia,Afghanistan,Asylum-seekers,7
Saudi Arabia,China,Asylum-seekers,*
Saudi Arabia,Eritrea,Asylum-seekers,*
Saudi Arabia,Ethiopia,Asylum-seekers,5
Saudi Arabia,Iraq,Asylum-seekers,42
Saudi Arabia,Liberia,Asylum-seekers,
Saudi Arabia,Myanmar,Asylum-seekers,
Saudi Arabia,Pakistan,Asylum-seekers,*
Saudi Arabia,Palestinian,Asylum-seekers,
Saudi Arabia,Russian Federation,Asylum-seekers,
Saudi Arabia,Saudi Arabia,Asylum-seekers,
Saudi Arabia,Sudan,Asylum-seekers,9
Saudi Arabia,Somalia,Asylum-seekers,19
Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,12
Saudi Arabia,Chad,Asylum-seekers,
Saudi Arabia,Tunisia,Asylum-seekers,
Saudi Arabia,Uganda,Asylum-seekers,*
Saudi Arabia,Uzbekistan,Asylum-seekers,
Saudi Arabia,Yemen,Asylum-seekers,*
Sudan,Armenia,Asylum-seekers,*
Sudan,Burundi,Asylum-seekers,
Sudan,Central African Rep.,Asylum-seekers,*
Sudan,Cameroon,Asylum-seekers,*
Sudan,Dem. Rep. of the Congo,Asylum-seekers,736
Sudan,Congo,Asylum-seekers,*
Sudan,Algeria,Asylum-seekers,*
Sudan,Egypt,Asylum-seekers,23
Sudan,Eritrea,Asylum-seekers,1116
Sudan,Ethiopia,Asylum-seekers,7952
Sudan,Guinea,Asylum-seekers,
Sudan,Gambia,Asylum-seekers,
Sudan,India,Asylum-seekers,*
Sudan,Iraq,Asylum-seekers,14
Sudan,Kenya,Asylum-seekers,
Sudan,Liberia,Asylum-seekers,*
Sudan,Libya,Asylum-seekers,
Sudan,Mali,Asylum-seekers,*
Sudan,Nigeria,Asylum-seekers,*
Sudan,Palestinian,Asylum-seekers,52
Sudan,Sudan,Asylum-seekers,
Sudan,Sierra Leone,Asylum-seekers,*
Sudan,Somalia,Asylum-seekers,39
Sudan,South Sudan,Asylum-seekers,
Sudan,Syrian Arab Rep.,Asylum-seekers,238
Sudan,Chad,Asylum-seekers,*
Sudan,Tunisia,Asylum-seekers,
Sudan,United Rep. of Tanzania,Asylum-seekers,
Sudan,Uganda,Asylum-seekers,
Sudan,Various/Unknown,Asylum-seekers,17
Sudan,Various/Unknown,Asylum-seekers,
Sudan,Yemen,Asylum-seekers,
Sudan,Zimbabwe,Asylum-seekers,*
Senegal,Afghanistan,Asylum-seekers,9
Senegal,Angola,Asylum-seekers,12
Senegal,Burundi,Asylum-seekers,13
Senegal,Benin,Asylum-seekers,*
Senegal,Burkina Faso,Asylum-seekers,*
Senegal,Central African Rep.,Asylum-seekers,501
Senegal,Côte d'Ivoire,Asylum-seekers,292
Senegal,Cameroon,Asylum-seekers,36
Senegal,Dem. Rep. of the Congo,Asylum-seekers,249
Senegal,Congo,Asylum-seekers,243
Senegal,Cuba,Asylum-seekers,*
Senegal,Algeria,Asylum-seekers,10
Senegal,Eritrea,Asylum-seekers,*
Senegal,Ethiopia,Asylum-seekers,*
Senegal,France,Asylum-seekers,*
Senegal,Gabon,Asylum-seekers,*
Senegal,Ghana,Asylum-seekers,31
Senegal,Guinea,Asylum-seekers,103
Senegal,Gambia,Asylum-seekers,177
Senegal,Guinea-Bissau,Asylum-seekers,93
Senegal,Haiti,Asylum-seekers,*
Senegal,India,Asylum-seekers,*
Senegal,Iran (Islamic Rep. of),Asylum-seekers,*
Senegal,Iraq,Asylum-seekers,*
Senegal,Liberia,Asylum-seekers,378
Senegal,Sri Lanka,Asylum-seekers,81
Senegal,Mali,Asylum-seekers,46
Senegal,Mauritania,Asylum-seekers,69
Senegal,Niger,Asylum-seekers,*
Senegal,Nigeria,Asylum-seekers,354
Senegal,Nepal,Asylum-seekers,*
Senegal,Palestinian,Asylum-seekers,*
Senegal,Rwanda,Asylum-seekers,9
Senegal,Sudan,Asylum-seekers,*
Senegal,Sierra Leone,Asylum-seekers,25
Senegal,Somalia,Asylum-seekers,9
Senegal,Syrian Arab Rep.,Asylum-seekers,21
Senegal,Chad,Asylum-seekers,48
Senegal,Togo,Asylum-seekers,72
Senegal,United Rep. of Tanzania,Asylum-seekers,*
Singapore,China,Asylum-seekers,
Singapore,Myanmar,Asylum-seekers,*
Solomon Islands,Fiji,Asylum-seekers,*
Sierra Leone,Côte d'Ivoire,Asylum-seekers,*
Sierra Leone,Eritrea,Asylum-seekers,*
Sierra Leone,Ghana,Asylum-seekers,*
Sierra Leone,Guinea,Asylum-seekers,*
Sierra Leone,Liberia,Asylum-seekers,
Sierra Leone,Mali,Asylum-seekers,*
Sierra Leone,Nigeria,Asylum-seekers,*
Sierra Leone,Sudan,Asylum-seekers,7
Sierra Leone,Chad,Asylum-seekers,
El Salvador,China,Asylum-seekers,
El Salvador,Colombia,Asylum-seekers,*
El Salvador,Cuba,Asylum-seekers,*
El Salvador,Algeria,Asylum-seekers,
El Salvador,Eritrea,Asylum-seekers,*
El Salvador,Honduras,Asylum-seekers,*
El Salvador,Iran (Islamic Rep. of),Asylum-seekers,
El Salvador,Mexico,Asylum-seekers,*
El Salvador,Nicaragua,Asylum-seekers,
El Salvador,Peru,Asylum-seekers,*
Somalia,Bangladesh,Asylum-seekers,
Somalia,Dem. Rep. of the Congo,Asylum-seekers,*
Somalia,Djibouti,Asylum-seekers,*
Somalia,Eritrea,Asylum-seekers,26
Somalia,Ethiopia,Asylum-seekers,9144
Somalia,Palestinian,Asylum-seekers,*
Somalia,Sudan,Asylum-seekers,7
Somalia,Somalia,Asylum-seekers,
Somalia,Syrian Arab Rep.,Asylum-seekers,63
Somalia,United Rep. of Tanzania,Asylum-seekers,*
Somalia,Uganda,Asylum-seekers,*
Somalia,Various/Unknown,Asylum-seekers,12
Somalia,Yemen,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Afghanistan,Asylum-seekers,58
Serbia and Kosovo (S/RES/1244 (1999)),Albania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Benin,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Burkina Faso,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Bangladesh,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Central African Rep.,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Côte d'Ivoire,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Cameroon,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Dem. Rep. of the Congo,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Congo,Asylum-seekers,10
Serbia and Kosovo (S/RES/1244 (1999)),Comoros,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Cuba,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Czech Rep.,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Algeria,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Egypt,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Eritrea,Asylum-seekers,48
Serbia and Kosovo (S/RES/1244 (1999)),Ethiopia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),France,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Ghana,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Guinea,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Gambia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),India,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Iran (Islamic Rep. of),Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Iraq,Asylum-seekers,5
Serbia and Kosovo (S/RES/1244 (1999)),Kenya,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Liberia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Libya,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Sri Lanka,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Morocco,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Mali,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Myanmar,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Montenegro,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Mauritania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Niger,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Netherlands,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Pakistan,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Palestinian,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Rwanda,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Saudi Arabia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Sudan,Asylum-seekers,8
Serbia and Kosovo (S/RES/1244 (1999)),Senegal,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Sierra Leone,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Somalia,Asylum-seekers,32
Serbia and Kosovo (S/RES/1244 (1999)),Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Asylum-seekers,238
Serbia and Kosovo (S/RES/1244 (1999)),Chad,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Togo,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Tunisia,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),United Rep. of Tanzania,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Uganda,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Ukraine,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Uzbekistan,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),Yemen,Asylum-seekers,*
Serbia and Kosovo (S/RES/1244 (1999)),South Africa,Asylum-seekers,*
South Sudan,Burundi,Asylum-seekers,*
South Sudan,Central African Rep.,Asylum-seekers,*
South Sudan,Côte d'Ivoire,Asylum-seekers,*
South Sudan,Dem. Rep. of the Congo,Asylum-seekers,5
South Sudan,Congo,Asylum-seekers,*
South Sudan,Egypt,Asylum-seekers,*
South Sudan,Eritrea,Asylum-seekers,17
South Sudan,Ethiopia,Asylum-seekers,71
South Sudan,Kenya,Asylum-seekers,*
South Sudan,Rwanda,Asylum-seekers,*
South Sudan,Sudan,Asylum-seekers,12
South Sudan,Somalia,Asylum-seekers,18
South Sudan,South Sudan,Asylum-seekers,
South Sudan,Syrian Arab Rep.,Asylum-seekers,*
South Sudan,Uganda,Asylum-seekers,*
Suriname,Bangladesh,Asylum-seekers,*
Suriname,Nigeria,Asylum-seekers,*
Slovakia,Afghanistan,Asylum-seekers,*
Slovakia,Albania,Asylum-seekers,*
Slovakia,Armenia,Asylum-seekers,*
Slovakia,Benin,Asylum-seekers,*
Slovakia,Bangladesh,Asylum-seekers,*
Slovakia,Belarus,Asylum-seekers,*
Slovakia,China,Asylum-seekers,
Slovakia,Côte d'Ivoire,Asylum-seekers,*
Slovakia,Cameroon,Asylum-seekers,*
Slovakia,Dem. Rep. of the Congo,Asylum-seekers,*
Slovakia,Congo,Asylum-seekers,*
Slovakia,Cuba,Asylum-seekers,*
Slovakia,Czech Rep.,Asylum-seekers,*
Slovakia,Algeria,Asylum-seekers,*
Slovakia,Egypt,Asylum-seekers,*
Slovakia,Eritrea,Asylum-seekers,*
Slovakia,Georgia,Asylum-seekers,*
Slovakia,Gambia,Asylum-seekers,*
Slovakia,Croatia,Asylum-seekers,*
Slovakia,India,Asylum-seekers,*
Slovakia,Iran (Islamic Rep. of),Asylum-seekers,*
Slovakia,Iraq,Asylum-seekers,*
Slovakia,Jordan,Asylum-seekers,
Slovakia,Kazakhstan,Asylum-seekers,*
Slovakia,Kenya,Asylum-seekers,*
Slovakia,Libya,Asylum-seekers,*
Slovakia,Morocco,Asylum-seekers,*
Slovakia,Rep. of Moldova,Asylum-seekers,*
Slovakia,Mali,Asylum-seekers,
Slovakia,Mongolia,Asylum-seekers,*
Slovakia,Nigeria,Asylum-seekers,*
Slovakia,Pakistan,Asylum-seekers,*
Slovakia,Palestinian,Asylum-seekers,*
Slovakia,Russian Federation,Asylum-seekers,*
Slovakia,Sudan,Asylum-seekers,*
Slovakia,Senegal,Asylum-seekers,
Slovakia,Somalia,Asylum-seekers,*
Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Slovakia,Slovakia,Asylum-seekers,
Slovakia,Syrian Arab Rep.,Asylum-seekers,*
Slovakia,Togo,Asylum-seekers,*
Slovakia,Tajikistan,Asylum-seekers,*
Slovakia,Tunisia,Asylum-seekers,*
Slovakia,Turkey,Asylum-seekers,*
Slovakia,Uganda,Asylum-seekers,*
Slovakia,Ukraine,Asylum-seekers,*
Slovakia,Viet Nam,Asylum-seekers,*
Slovakia,Stateless,Asylum-seekers,
Slovakia,Various/Unknown,Asylum-seekers,220
Slovakia,Various/Unknown,Asylum-seekers,
Slovakia,Yemen,Asylum-seekers,
Slovenia,Afghanistan,Asylum-seekers,11
Slovenia,Albania,Asylum-seekers,*
Slovenia,Bangladesh,Asylum-seekers,*
Slovenia,Bosnia and Herzegovina,Asylum-seekers,*
Slovenia,Brazil,Asylum-seekers,*
Slovenia,China,Asylum-seekers,*
Slovenia,Cameroon,Asylum-seekers,
Slovenia,Dem. Rep. of the Congo,Asylum-seekers,*
Slovenia,Congo,Asylum-seekers,*
Slovenia,Colombia,Asylum-seekers,*
Slovenia,Cuba,Asylum-seekers,*
Slovenia,Algeria,Asylum-seekers,*
Slovenia,Egypt,Asylum-seekers,*
Slovenia,Eritrea,Asylum-seekers,
Slovenia,Ghana,Asylum-seekers,*
Slovenia,India,Asylum-seekers,
Slovenia,Iran (Islamic Rep. of),Asylum-seekers,*
Slovenia,Iraq,Asylum-seekers,6
Slovenia,Kazakhstan,Asylum-seekers,*
Slovenia,Sri Lanka,Asylum-seekers,*
Slovenia,Morocco,Asylum-seekers,*
Slovenia,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
Slovenia,Myanmar,Asylum-seekers,*
Slovenia,Mongolia,Asylum-seekers,*
Slovenia,Nigeria,Asylum-seekers,*
Slovenia,Pakistan,Asylum-seekers,*
Slovenia,Palestinian,Asylum-seekers,*
Slovenia,Russian Federation,Asylum-seekers,*
Slovenia,Sudan,Asylum-seekers,*
Slovenia,Sierra Leone,Asylum-seekers,
Slovenia,Somalia,Asylum-seekers,*
Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,13
Slovenia,Slovenia,Asylum-seekers,
Slovenia,Syrian Arab Rep.,Asylum-seekers,8
Slovenia,Tunisia,Asylum-seekers,*
Slovenia,Turkey,Asylum-seekers,*
Slovenia,Ukraine,Asylum-seekers,8
Slovenia,Uzbekistan,Asylum-seekers,
Slovenia,Various/Unknown,Asylum-seekers,*
Slovenia,Yemen,Asylum-seekers,*
Slovenia,Zimbabwe,Asylum-seekers,*
Sweden,Afghanistan,Asylum-seekers,2263
Sweden,Angola,Asylum-seekers,12
Sweden,Albania,Asylum-seekers,1256
Sweden,United Arab Emirates,Asylum-seekers,5
Sweden,Argentina,Asylum-seekers,*
Sweden,Armenia,Asylum-seekers,322
Sweden,Australia,Asylum-seekers,*
Sweden,Azerbaijan,Asylum-seekers,408
Sweden,Burundi,Asylum-seekers,17
Sweden,Belgium,Asylum-seekers,
Sweden,Benin,Asylum-seekers,*
Sweden,Burkina Faso,Asylum-seekers,*
Sweden,Bangladesh,Asylum-seekers,199
Sweden,Bulgaria,Asylum-seekers,5
Sweden,Bahrain,Asylum-seekers,*
Sweden,Bosnia and Herzegovina,Asylum-seekers,266
Sweden,Belarus,Asylum-seekers,185
Sweden,Bolivia (Plurinational State of),Asylum-seekers,39
Sweden,Brazil,Asylum-seekers,7
Sweden,Bhutan,Asylum-seekers,*
Sweden,Central African Rep.,Asylum-seekers,*
Sweden,Canada,Asylum-seekers,6
Sweden,Chile,Asylum-seekers,18
Sweden,China,Asylum-seekers,65
Sweden,Côte d'Ivoire,Asylum-seekers,17
Sweden,Cameroon,Asylum-seekers,53
Sweden,Dem. Rep. of the Congo,Asylum-seekers,70
Sweden,Congo,Asylum-seekers,19
Sweden,Colombia,Asylum-seekers,26
Sweden,Comoros,Asylum-seekers,*
Sweden,Cabo Verde,Asylum-seekers,*
Sweden,Costa Rica,Asylum-seekers,*
Sweden,Cuba,Asylum-seekers,58
Sweden,Czech Rep.,Asylum-seekers,
Sweden,Germany,Asylum-seekers,*
Sweden,Djibouti,Asylum-seekers,24
Sweden,Denmark,Asylum-seekers,*
Sweden,Dominican Rep.,Asylum-seekers,*
Sweden,Algeria,Asylum-seekers,236
Sweden,Ecuador,Asylum-seekers,6
Sweden,Egypt,Asylum-seekers,468
Sweden,Eritrea,Asylum-seekers,7091
Sweden,Spain,Asylum-seekers,5
Sweden,Estonia,Asylum-seekers,*
Sweden,Ethiopia,Asylum-seekers,517
Sweden,France,Asylum-seekers,*
Sweden,United Kingdom,Asylum-seekers,*
Sweden,Georgia,Asylum-seekers,566
Sweden,Ghana,Asylum-seekers,46
Sweden,Guinea,Asylum-seekers,48
Sweden,Gambia,Asylum-seekers,113
Sweden,Guinea-Bissau,Asylum-seekers,6
Sweden,Equatorial Guinea,Asylum-seekers,*
Sweden,Greece,Asylum-seekers,6
Sweden,Guatemala,Asylum-seekers,5
Sweden,Guyana,Asylum-seekers,*
Sweden,Honduras,Asylum-seekers,6
Sweden,Croatia,Asylum-seekers,9
Sweden,Haiti,Asylum-seekers,*
Sweden,Hungary,Asylum-seekers,*
Sweden,Indonesia,Asylum-seekers,*
Sweden,India,Asylum-seekers,36
Sweden,Iran (Islamic Rep. of),Asylum-seekers,919
Sweden,Iraq,Asylum-seekers,2665
Sweden,Israel,Asylum-seekers,17
Sweden,Italy,Asylum-seekers,*
Sweden,Jamaica,Asylum-seekers,*
Sweden,Jordan,Asylum-seekers,189
Sweden,Japan,Asylum-seekers,*
Sweden,Kazakhstan,Asylum-seekers,196
Sweden,Kenya,Asylum-seekers,35
Sweden,Kyrgyzstan,Asylum-seekers,122
Sweden,Cambodia,Asylum-seekers,*
Sweden,Rep. of Korea,Asylum-seekers,*
Sweden,Kuwait,Asylum-seekers,10
Sweden,Lebanon,Asylum-seekers,472
Sweden,Liberia,Asylum-seekers,6
Sweden,Libya,Asylum-seekers,347
Sweden,Sri Lanka,Asylum-seekers,30
Sweden,Lithuania,Asylum-seekers,7
Sweden,Latvia,Asylum-seekers,*
Sweden,Morocco,Asylum-seekers,441
Sweden,Rep. of Moldova,Asylum-seekers,32
Sweden,Madagascar,Asylum-seekers,*
Sweden,Maldives,Asylum-seekers,*
Sweden,Mexico,Asylum-seekers,11
Sweden,The former Yugoslav Republic of Macedonia,Asylum-seekers,248
Sweden,Mali,Asylum-seekers,23
Sweden,Myanmar,Asylum-seekers,7
Sweden,Montenegro,Asylum-seekers,80
Sweden,Mongolia,Asylum-seekers,564
Sweden,Mozambique,Asylum-seekers,*
Sweden,Mauritania,Asylum-seekers,6
Sweden,Malawi,Asylum-seekers,*
Sweden,Malaysia,Asylum-seekers,*
Sweden,Niger,Asylum-seekers,*
Sweden,Nigeria,Asylum-seekers,376
Sweden,Nicaragua,Asylum-seekers,15
Sweden,Netherlands,Asylum-seekers,*
Sweden,Norway,Asylum-seekers,*
Sweden,Nepal,Asylum-seekers,12
Sweden,New Zealand,Asylum-seekers,*
Sweden,Pakistan,Asylum-seekers,296
Sweden,Peru,Asylum-seekers,8
Sweden,Philippines,Asylum-seekers,15
Sweden,Poland,Asylum-seekers,*
Sweden,Dem. People's Rep. of Korea,Asylum-seekers,*
Sweden,Palestinian,Asylum-seekers,31
Sweden,Romania,Asylum-seekers,6
Sweden,Russian Federation,Asylum-seekers,818
Sweden,Rwanda,Asylum-seekers,18
Sweden,Saudi Arabia,Asylum-seekers,16
Sweden,Sudan,Asylum-seekers,406
Sweden,Senegal,Asylum-seekers,51
Sweden,Singapore,Asylum-seekers,*
Sweden,Sierra Leone,Asylum-seekers,25
Sweden,El Salvador,Asylum-seekers,110
Sweden,Somalia,Asylum-seekers,3907
Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,2008
Sweden,South Sudan,Asylum-seekers,*
Sweden,Slovakia,Asylum-seekers,*
Sweden,Slovenia,Asylum-seekers,*
Sweden,Sweden,Asylum-seekers,
Sweden,Swaziland,Asylum-seekers,*
Sweden,Syrian Arab Rep.,Asylum-seekers,19011
Sweden,Chad,Asylum-seekers,14
Sweden,Togo,Asylum-seekers,8
Sweden,Thailand,Asylum-seekers,12
Sweden,Tajikistan,Asylum-seekers,32
Sweden,Turkmenistan,Asylum-seekers,6
Sweden,Tunisia,Asylum-seekers,157
Sweden,Turkey,Asylum-seekers,195
Sweden,United Rep. of Tanzania,Asylum-seekers,32
Sweden,Uganda,Asylum-seekers,165
Sweden,Ukraine,Asylum-seekers,1094
Sweden,Uruguay,Asylum-seekers,*
Sweden,United States of America,Asylum-seekers,9
Sweden,Uzbekistan,Asylum-seekers,317
Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,42
Sweden,Viet Nam,Asylum-seekers,41
Sweden,Stateless,Asylum-seekers,5794
Sweden,Various/Unknown,Asylum-seekers,507
Sweden,Yemen,Asylum-seekers,232
Sweden,South Africa,Asylum-seekers,*
Sweden,Zambia,Asylum-seekers,*
Sweden,Zimbabwe,Asylum-seekers,*
Swaziland,Angola,Asylum-seekers,
Swaziland,Burundi,Asylum-seekers,37
Swaziland,Central African Rep.,Asylum-seekers,*
Swaziland,Côte d'Ivoire,Asylum-seekers,*
Swaziland,Cameroon,Asylum-seekers,
Swaziland,Dem. Rep. of the Congo,Asylum-seekers,125
Swaziland,Congo,Asylum-seekers,12
Swaziland,Eritrea,Asylum-seekers,*
Swaziland,Ethiopia,Asylum-seekers,*
Swaziland,Ethiopia,Asylum-seekers,
Swaziland,Guinea,Asylum-seekers,*
Swaziland,Kenya,Asylum-seekers,*
Swaziland,Liberia,Asylum-seekers,
Swaziland,Sri Lanka,Asylum-seekers,
Swaziland,Nigeria,Asylum-seekers,
Swaziland,Rwanda,Asylum-seekers,63
Swaziland,Sudan,Asylum-seekers,*
Swaziland,Somalia,Asylum-seekers,29
Swaziland,Swaziland,Asylum-seekers,
Swaziland,United Rep. of Tanzania,Asylum-seekers,
Swaziland,Uganda,Asylum-seekers,*
Swaziland,South Africa,Asylum-seekers,
Swaziland,Zimbabwe,Asylum-seekers,
Sint Maarten (Dutch part),Cuba,Asylum-seekers,5
Sint Maarten (Dutch part),Iran (Islamic Rep. of),Asylum-seekers,
Syrian Arab Rep.,Afghanistan,Asylum-seekers,251
Syrian Arab Rep.,Albania,Asylum-seekers,*
Syrian Arab Rep.,Argentina,Asylum-seekers,5
Syrian Arab Rep.,Azerbaijan,Asylum-seekers,*
Syrian Arab Rep.,Burundi,Asylum-seekers,
Syrian Arab Rep.,Burkina Faso,Asylum-seekers,5
Syrian Arab Rep.,Bahrain,Asylum-seekers,
Syrian Arab Rep.,China,Asylum-seekers,6
Syrian Arab Rep.,Côte d'Ivoire,Asylum-seekers,*
Syrian Arab Rep.,Dem. Rep. of the Congo,Asylum-seekers,*
Syrian Arab Rep.,Congo,Asylum-seekers,
Syrian Arab Rep.,Comoros,Asylum-seekers,5
Syrian Arab Rep.,Algeria,Asylum-seekers,20
Syrian Arab Rep.,Egypt,Asylum-seekers,106
Syrian Arab Rep.,Eritrea,Asylum-seekers,9
Syrian Arab Rep.,Ethiopia,Asylum-seekers,28
Syrian Arab Rep.,Guinea,Asylum-seekers,16
Syrian Arab Rep.,Indonesia,Asylum-seekers,*
Syrian Arab Rep.,India,Asylum-seekers,*
Syrian Arab Rep.,Iran (Islamic Rep. of),Asylum-seekers,211
Syrian Arab Rep.,Iraq,Asylum-seekers,1214
Syrian Arab Rep.,Jordan,Asylum-seekers,67
Syrian Arab Rep.,Kenya,Asylum-seekers,*
Syrian Arab Rep.,Kuwait,Asylum-seekers,
Syrian Arab Rep.,Lebanon,Asylum-seekers,114
Syrian Arab Rep.,Libya,Asylum-seekers,*
Syrian Arab Rep.,Sri Lanka,Asylum-seekers,8
Syrian Arab Rep.,Morocco,Asylum-seekers,*
Syrian Arab Rep.,Mali,Asylum-seekers,*
Syrian Arab Rep.,Mauritania,Asylum-seekers,*
Syrian Arab Rep.,Namibia,Asylum-seekers,*
Syrian Arab Rep.,Nigeria,Asylum-seekers,*
Syrian Arab Rep.,Pakistan,Asylum-seekers,103
Syrian Arab Rep.,Philippines,Asylum-seekers,25
Syrian Arab Rep.,Palestinian,Asylum-seekers,*
Syrian Arab Rep.,Russian Federation,Asylum-seekers,
Syrian Arab Rep.,Saudi Arabia,Asylum-seekers,*
Syrian Arab Rep.,Sudan,Asylum-seekers,348
Syrian Arab Rep.,Sierra Leone,Asylum-seekers,26
Syrian Arab Rep.,Somalia,Asylum-seekers,8
Syrian Arab Rep.,South Sudan,Asylum-seekers,15
Syrian Arab Rep.,Syrian Arab Rep.,Asylum-seekers,
Syrian Arab Rep.,Chad,Asylum-seekers,17
Syrian Arab Rep.,Tajikistan,Asylum-seekers,7
Syrian Arab Rep.,Tunisia,Asylum-seekers,26
Syrian Arab Rep.,Turkey,Asylum-seekers,*
Syrian Arab Rep.,United Rep. of Tanzania,Asylum-seekers,7
Syrian Arab Rep.,Ukraine,Asylum-seekers,*
Syrian Arab Rep.,Stateless,Asylum-seekers,*
Syrian Arab Rep.,Yemen,Asylum-seekers,57
Turks and Caicos Islands,Colombia,Asylum-seekers,
Turks and Caicos Islands,Cuba,Asylum-seekers,*
Turks and Caicos Islands,Nigeria,Asylum-seekers,*
Turks and Caicos Islands,Sierra Leone,Asylum-seekers,*
Chad,Afghanistan,Asylum-seekers,
Chad,Angola,Asylum-seekers,*
